SID,CID,SCORE,TID
200900130527,300028,61.0,100028
200900130528,300020,51.0,100020
200900130529,300003,79.0,100003
200900130530,300008,51.0,100008
200900130531,300003,50.0,100003
200900130532,300036,96.0,100005
200900130533,300031,91.0,100000
200900130534,300034,80.0,100003
200900130535,300027,86.0,100027
200900130536,300002,92.0,100002
200900130537,300025,59.0,100025
200900130538,300038,53.0,100007
200900130539,300029,85.0,100029
200900130540,300006,55.0,100006
200900130541,300022,91.0,100022
200900130542,300030,53.0,100030
200900130543,300003,52.0,100003
200900130544,300033,88.0,100002
200900130545,300026,75.0,100026
200900130546,300024,98.0,100024
200900130547,300024,51.0,100024
200900130548,300032,56.0,100001
200900130549,300021,94.0,100021
200900130550,300032,67.0,100001
200900130551,300035,50.0,100004
200900130552,300021,100.0,100021
200900130553,300001,76.0,100001
200900130554,300037,72.0,100006
200900130555,300001,78.0,100001
200900130556,300015,70.0,100015
200900130557,300020,62.0,100020
200900130558,300009,67.0,100009
200900130559,300027,90.0,100027
200900130560,300040,86.0,100009
200900130561,300034,86.0,100003
200900130562,300008,77.0,100008
200900130563,300009,95.0,100009
200900130564,300031,68.0,100000
200900130565,300015,64.0,100015
200900130566,300007,90.0,100007
200900130567,300037,91.0,100006
200900130568,300002,73.0,100002
200900130569,300038,99.0,100007
200900130570,300008,99.0,100008
200900130571,300029,100.0,100029
200900130572,300002,72.0,100002
200900130573,300019,76.0,100019
200900130574,300030,52.0,100030
200900130575,300039,93.0,100008
200900130576,300004,78.0,100004
200900130577,300015,74.0,100015
200900130578,300026,98.0,100026
200900130579,300013,90.0,100013
200900130580,300037,88.0,100006
200900130581,300038,99.0,100007
200900130582,300005,83.0,100005
200900130583,300021,67.0,100021
200900130584,300012,53.0,100012
200900130585,300032,76.0,100001
200900130586,300035,69.0,100004
200900130587,300021,79.0,100021
200900130588,300025,70.0,100025
200900130589,300034,66.0,100003
200900130590,300019,66.0,100019
200900130591,300002,92.0,100002
200900130592,300032,86.0,100001
200900130593,300039,81.0,100008
200900130594,300032,76.0,100001
200900130595,300026,95.0,100026
200900130596,300002,92.0,100002
200900130597,300035,95.0,100004
200900130598,300005,87.0,100005
200900130599,300027,89.0,100027
200900130600,300007,80.0,100007
200900130601,300030,60.0,100030
200900130602,300026,77.0,100026
200900130603,300016,70.0,100016
200900130604,300028,72.0,100028
200900130605,300026,87.0,100026
200900130606,300007,63.0,100007
200900130607,300010,73.0,100010
200900130608,300001,91.0,100001
200900130609,300006,74.0,100006
200900130610,300033,57.0,100002
200900130611,300023,57.0,100023
200900130613,300035,52.0,100004
200900130614,300017,55.0,100017
200900130615,300020,86.0,100020
200900130616,300012,65.0,100012
200900130617,300001,79.0,100001
200900130618,300007,58.0,100007
200900130619,300037,97.0,100006
200900130620,300020,87.0,100020
200900130621,300032,51.0,100001
200900130622,300005,92.0,100005
200900130623,300003,84.0,100003
200900130624,300015,84.0,100015
200900130625,300025,75.0,100025
200900130626,300035,60.0,100004
200900130627,300010,98.0,100010
200900130628,300040,67.0,100009
200900130629,300018,63.0,100018
200900130630,300035,73.0,100004
200900130631,300004,72.0,100004
200900132297,300040,71.0,100009
200900132298,300014,64.0,100014
200900132299,300001,58.0,100001
200900132300,300009,93.0,100009
200900132301,300025,64.0,100025
200900132302,300022,95.0,100022
200900132303,300034,92.0,100003
200900132304,300025,51.0,100025
200900132305,300027,72.0,100027
200900132306,300039,94.0,100008
200900132308,300031,51.0,100000
200900132310,300007,89.0,100007
200900132311,300017,87.0,100017
200900132313,300013,95.0,100013
200900132314,300040,58.0,100009
200900132315,300028,55.0,100028
200900132316,300034,68.0,100003
200900132317,300010,81.0,100010
200900132318,300025,96.0,100025
200900132319,300012,51.0,100012
200900132320,300002,64.0,100002
200900132321,300033,78.0,100002
200900132322,300009,74.0,100009
200900132323,300024,71.0,100024
200900132324,300002,65.0,100002
200900132325,300022,52.0,100022
200900132326,300030,80.0,100030
200900132327,300009,86.0,100009
200900132328,300018,97.0,100018
200900132329,300037,97.0,100006
200900132330,300008,89.0,100008
200900132331,300029,78.0,100029
200900132332,300002,85.0,100002
200900132333,300027,78.0,100027
200900132335,300002,63.0,100002
200900132336,300022,87.0,100022
200900132337,300023,54.0,100023
200900132338,300020,71.0,100020
200900132339,300038,57.0,100007
200900132340,300035,66.0,100004
200900132341,300023,72.0,100023
200900132342,300036,70.0,100005
200900132343,300021,54.0,100021
200900132344,300009,93.0,100009
200900132345,300024,82.0,100024
200900132346,300007,94.0,100007
200900132347,300029,98.0,100029
200900132348,300030,96.0,100030
200900132349,300037,51.0,100006
200900132350,300027,67.0,100027
200900132351,300015,91.0,100015
200900132352,300012,93.0,100012
200900132353,300033,81.0,100002
200900132354,300023,81.0,100023
200900132355,300033,57.0,100002
200900132356,300026,67.0,100026
200900132357,300024,54.0,100024
200900132358,300034,54.0,100003
200900132359,300004,72.0,100004
200900132360,300001,91.0,100001
200900132361,300025,92.0,100025
200900132362,300001,59.0,100001
200900132363,300022,57.0,100022
200900132364,300035,85.0,100004
200900132365,300013,90.0,100013
200900132366,300010,74.0,100010
200900132367,300009,80.0,100009
200900132368,300029,79.0,100029
200900132369,300014,85.0,100014
200900132370,300012,95.0,100012
200900132371,300012,65.0,100012
200900132372,300037,51.0,100006
200900132373,300006,58.0,100006
200900132374,300025,83.0,100025
200900132375,300028,84.0,100028
200900132376,300040,81.0,100009
200900132377,300010,89.0,100010
200900132378,300001,61.0,100001
200900132379,300014,56.0,100014
200900132380,300033,93.0,100002
200900132381,300032,81.0,100001
200900132382,300036,56.0,100005
200900132383,300030,59.0,100030
200900132384,300024,99.0,100024
200900132385,300035,95.0,100004
200900132386,300025,56.0,100025
200900132387,300033,87.0,100002
200900132388,300009,71.0,100009
200900132389,300021,71.0,100021
200900132390,300031,69.0,100000
200900132391,300032,52.0,100001
200900132392,300030,77.0,100030
200900132393,300003,70.0,100003
200900132394,300015,81.0,100015
200900132395,300032,50.0,100001
200900132396,300038,53.0,100007
200900132397,300005,94.0,100005
200900132398,300033,70.0,100002
200900132399,300016,86.0,100016
200900132400,300021,52.0,100021
200900132401,300011,51.0,100011
200900132402,300025,57.0,100025
200900132403,300039,57.0,100008
200900132404,300032,69.0,100001
200900132405,300007,74.0,100007
200900132406,300027,72.0,100027
200900132407,300013,68.0,100013
200900132408,300037,50.0,100006
200900132409,300015,53.0,100015
200900132410,300031,73.0,100000
200900132411,300008,99.0,100008
200900132413,300017,69.0,100017
200900132414,300006,50.0,100006
200900132415,300028,73.0,100028
200900132416,300026,88.0,100026
200900132417,300021,50.0,100021
200900132418,300031,86.0,100000
200900132419,300007,63.0,100007
200900132420,300037,91.0,100006
200900132421,300019,87.0,100019
200900132422,300025,70.0,100025
200900132423,300026,64.0,100026
200900132424,300017,93.0,100017
200900132425,300008,51.0,100008
200900132426,300006,57.0,100006
200900132427,300039,59.0,100008
200900132428,300032,50.0,100001
200900132430,300018,86.0,100018
200900132431,300040,98.0,100009
200900132432,300028,94.0,100028
200900132433,300009,82.0,100009
200900132434,300016,54.0,100016
200900132435,300010,98.0,100010
200900132436,300026,75.0,100026
200900132437,300035,74.0,100004
200900132438,300039,99.0,100008
200900132439,300028,66.0,100028
200900132440,300040,80.0,100009
200900132441,300003,93.0,100003
200900132442,300026,71.0,100026
200900132443,300003,51.0,100003
200900132444,300011,51.0,100011
200900132445,300001,91.0,100001
200900132446,300011,50.0,100011
200900132447,300018,75.0,100018
200900132448,300026,54.0,100026
200900132449,300008,62.0,100008
200900132450,300032,86.0,100001
200900132451,300038,94.0,100007
200900132452,300003,76.0,100003
200900132453,300008,92.0,100008
200900132454,300024,93.0,100024
200900132455,300006,90.0,100006
200900132456,300023,57.0,100023
200900132457,300017,92.0,100017
200900132458,300040,72.0,100009
200900132460,300018,50.0,100018
200900132461,300022,76.0,100022
200900132462,300005,56.0,100005
200900132463,300026,88.0,100026
200900132464,300022,89.0,100022
200900132465,300015,84.0,100015
200900132466,300028,92.0,100028
200900132467,300019,76.0,100019
200900132468,300006,82.0,100006
200900132469,300016,68.0,100016
200900132470,300033,69.0,100002
200900132471,300031,65.0,100000
200900132472,300036,96.0,100005
200900132473,300034,53.0,100003
200900132474,300027,73.0,100027
200900132475,300020,56.0,100020
200900132476,300006,73.0,100006
200900132477,300025,86.0,100025
200900132478,300028,69.0,100028
200900132479,300030,76.0,100030
200900132480,300038,92.0,100007
200900132481,300017,85.0,100017
200900132482,300026,74.0,100026
200900132483,300006,92.0,100006
200900132484,300003,53.0,100003
200900132485,300012,96.0,100012
200900132486,300009,60.0,100009
200900132487,300001,52.0,100001
200900132488,300022,52.0,100022
200900132489,300015,88.0,100015
200900132490,300007,80.0,100007
200900132491,300033,54.0,100002
200900132492,300040,59.0,100009
200900132493,300008,50.0,100008
200900132494,300008,79.0,100008
200900132495,300039,75.0,100008
200900132496,300010,86.0,100010
200900132497,300030,54.0,100030
200900132498,300023,54.0,100023
200900132499,300031,63.0,100000
200900132500,300011,100.0,100011
200900132501,300035,86.0,100004
200900132502,300005,62.0,100005
200900132503,300027,87.0,100027
200900132504,300037,87.0,100006
200900132505,300026,51.0,100026
200900132506,300033,89.0,100002
200900132507,300019,91.0,100019
200900132508,300035,86.0,100004
200900132509,300003,93.0,100003
200900132510,300007,84.0,100007
200900131910,300029,82.0,100029
200900131911,300037,80.0,100006
200900131913,300004,78.0,100004
200900131914,300002,55.0,100002
200900131915,300017,95.0,100017
200900131916,300011,71.0,100011
200900131917,300016,91.0,100016
200900131918,300001,91.0,100001
200900131919,300017,69.0,100017
200900131920,300019,98.0,100019
200900131921,300020,66.0,100020
200900131922,300028,81.0,100028
200900131923,300010,85.0,100010
200900131924,300028,59.0,100028
200900131925,300033,81.0,100002
200900131926,300007,53.0,100007
200900131927,300021,62.0,100021
200900131928,300023,81.0,100023
200900131929,300006,87.0,100006
200900131930,300020,56.0,100020
200900131931,300019,82.0,100019
200900131932,300030,93.0,100030
200900131933,300013,61.0,100013
200900131934,300008,95.0,100008
200900131935,300021,76.0,100021
200900131936,300026,70.0,100026
200900131937,300017,84.0,100017
200900131938,300009,53.0,100009
200900131939,300021,67.0,100021
200900131940,300030,75.0,100030
200900131941,300019,100.0,100019
200900131942,300024,77.0,100024
200900131943,300032,92.0,100001
200900131944,300026,77.0,100026
200900131945,300038,95.0,100007
200900131946,300016,56.0,100016
200900131947,300005,95.0,100005
200900131948,300038,80.0,100007
200900131949,300025,96.0,100025
200900131950,300004,90.0,100004
200900131951,300023,75.0,100023
200900131954,300024,81.0,100024
200900131955,300039,72.0,100008
200900131956,300005,85.0,100005
200900131957,300006,84.0,100006
200900131958,300029,88.0,100029
200900131959,300025,55.0,100025
200900131961,300019,54.0,100019
200900131962,300023,89.0,100023
200900131963,300013,91.0,100013
200900131964,300039,68.0,100008
200900131965,300024,69.0,100024
200900131966,300019,89.0,100019
200900131967,300027,87.0,100027
200900131968,300004,94.0,100004
200900131969,300022,86.0,100022
200900131970,300001,91.0,100001
200900131971,300034,54.0,100003
200900131972,300014,78.0,100014
200900131973,300013,60.0,100013
200900131975,300025,90.0,100025
200900131976,300016,68.0,100016
200900131977,300022,91.0,100022
200900131978,300029,65.0,100029
200900131979,300012,86.0,100012
200900131980,300038,93.0,100007
200900131981,300031,90.0,100000
200900131982,300029,85.0,100029
200900131983,300005,61.0,100005
200900131984,300039,87.0,100008
200900131985,300034,81.0,100003
200900131986,300022,59.0,100022
200900131987,300026,80.0,100026
200900131988,300039,88.0,100008
200900131989,300024,85.0,100024
200900131990,300004,69.0,100004
200900131991,300007,97.0,100007
200900131992,300001,91.0,100001
200900131993,300040,55.0,100009
200900131994,300029,70.0,100029
200900131996,300016,81.0,100016
200900131998,300011,80.0,100011
200900131999,300011,76.0,100011
200900132000,300029,72.0,100029
200900132001,300006,81.0,100006
200900132002,300008,57.0,100008
200900132003,300032,86.0,100001
200900132004,300015,81.0,100015
200900132005,300027,70.0,100027
200900132006,300020,81.0,100020
200900132007,300034,51.0,100003
200900132008,300011,84.0,100011
200900132009,300010,75.0,100010
200900132010,300032,91.0,100001
200900132011,300037,57.0,100006
200900132013,300019,76.0,100019
200900132014,300020,56.0,100020
200900132015,300008,77.0,100008
200900132016,300002,92.0,100002
200900132017,300001,53.0,100001
200900132018,300021,77.0,100021
200900132019,300018,55.0,100018
200900132020,300004,74.0,100004
200900132021,300012,52.0,100012
200900132022,300008,74.0,100008
200900132023,300038,82.0,100007
200900132024,300032,69.0,100001
200900132025,300011,75.0,100011
200900132026,300001,61.0,100001
200900132027,300002,86.0,100002
200900132028,300001,82.0,100001
200900132029,300039,74.0,100008
200900132030,300040,73.0,100009
200900132031,300034,68.0,100003
200900132032,300017,72.0,100017
200900132033,300007,57.0,100007
200900132034,300040,68.0,100009
200900132035,300009,80.0,100009
200900132036,300022,99.0,100022
200900132037,300039,73.0,100008
200900132038,300025,93.0,100025
